regime_label,dimension,observation_count,coverage_status,total_return,annualized_return,volatility,annualized_volatility,sharpe_ratio,max_drawdown,win_rate
volatility=normal_volatility|trend=uptrend|drawdown_recovery=recovery|stress=normal_stress,composite,11,sufficient,0.003925583936064347,0.0939067939885867,0.001703982898187984,0.027049889921474998,3.33101405545661,0.001912505399126796,0.45454545454545453
volatility=normal_volatility|trend=uptrend|drawdown_recovery=underwater|stress=normal_stress,composite,6,sufficient,-0.01145836758042229,-0.3837052014380947,0.003953942913210752,0.06276689787901137,-7.677869584069816,0.013945554351403544,0.5
drawdown,drawdown_recovery,10,sufficient,0.009032397375773549,0.2543212645881052,0.006123218024184635,0.09720307269252498,2.3760191108931714,0.01180338343884657,0.5
near_peak,drawdown_recovery,117,sufficient,0.010317328496150413,0.022354279883661787,0.0015227839790184616,0.024173446253737494,0.9265879572033883,0.019571962345184324,0.5470085470085471
recovery,drawdown_recovery,63,sufficient,0.02113171437786998,0.0872440984465861,0.003973690833535229,0.06308038639554707,1.3574407284265937,0.03605923440209158,0.5555555555555556
underwater,drawdown_recovery,38,sufficient,-0.02074435243093775,-0.12978479315380875,0.003048594142108785,0.0483949316903289,-2.8481278827318803,0.02494871653479447,0.47368421052631576
correlation_stress,stress,18,sufficient,0.005418738012141322,0.0785931279388874,0.0049076238487400885,0.07790611339209565,1.008140764622797,0.013595734892098865,0.6666666666666666
dispersion_stress,stress,34,sufficient,0.032785722106942305,0.2701075383262137,0.003137205011602995,0.049801585635162175,4.827480186658766,0.010055362139984592,0.6470588235294118
normal_stress,stress,176,sufficient,-0.01828921585271337,-0.026083064239152964,0.0026060725703160024,0.041370119517858184,-0.6181477682763266,0.03504307813049412,0.5
downtrend,trend,44,sufficient,0.048425846716322773,0.31106769980952054,0.004237129645955377,0.0672623478956225,4.061674416155355,0.013595734892098643,0.6136363636363636
sideways,trend,36,sufficient,-0.0013542071593379834,-0.00944102550084347,0.0019064306734937334,0.030263648723098776,-0.2986994227066448,0.011339110476979553,0.6111111111111112
uptrend,trend,148,sufficient,-0.02637533752995025,-0.044492085793467084,0.0026103728748013487,0.04143838473523868,-1.077506055574539,0.03557699266277525,0.49324324324324326
high_volatility,volatility,76,sufficient,0.01865496720066462,0.0632030106562671,0.004392743281867289,0.06973263778302333,0.9135139366002979,0.03540991532863824,0.5526315789473685
low_volatility,volatility,85,sufficient,-0.0001701531327783501,-0.000504369678560268,0.00156986822954598,0.024920885559119546,-0.007924828851206423,0.020227632929074812,0.5058823529411764
normal_volatility,volatility,67,sufficient,0.000892782720276486,0.00336207010030809,0.002125474629449362,0.03374086372500105,0.1161218906999615,0.014360233096920694,0.5522388059701493
