regime_label,dimension,observation_count,coverage_status,total_return,annualized_return,volatility,annualized_volatility,sharpe_ratio,max_drawdown,win_rate
volatility=high_volatility|trend=uptrend|drawdown_recovery=underwater|stress=dispersion_stress,composite,2,sparse,,,,,,,
volatility=high_volatility|trend=uptrend|drawdown_recovery=underwater|stress=normal_stress,composite,10,sufficient,0.01289201896064851,0.3809926220826887,0.0034657534738368775,0.055017130783383474,5.895737360012246,0.002005080534652759,0.7
volatility=low_volatility|trend=sideways|drawdown_recovery=near_peak|stress=normal_stress,composite,5,sufficient,0.005095170640346147,0.29193953247964166,0.0039100962187577325,0.06207085318300182,4.153578193005442,0.006147768193323078,0.6
volatility=low_volatility|trend=sideways|drawdown_recovery=underwater|stress=normal_stress,composite,6,sufficient,0.001959093967935921,0.08567449989674203,0.0030719867683238256,0.04876627811919502,1.706223729231484,0.004085570943377803,0.6666666666666666
volatility=low_volatility|trend=uptrend|drawdown_recovery=near_peak|stress=normal_stress,composite,59,sufficient,-0.011543463507597829,-0.04838150495949345,0.0022252447625712908,0.03532466548807564,-1.3863552101250378,0.018648052264137904,0.4745762711864407
volatility=low_volatility|trend=uptrend|drawdown_recovery=recovery|stress=normal_stress,composite,3,sparse,,,,,,,
volatility=low_volatility|trend=uptrend|drawdown_recovery=underwater|stress=normal_stress,composite,3,sparse,,,,,,,
volatility=normal_volatility|trend=downtrend|drawdown_recovery=recovery|stress=dispersion_stress,composite,2,sparse,,,,,,,
volatility=normal_volatility|trend=downtrend|drawdown_recovery=recovery|stress=normal_stress,composite,5,sufficient,0.024015938802844916,2.3071851619979777,0.0020182973422142926,0.03203947703568986,37.43348381926447,0.0,1.0
volatility=normal_volatility|trend=downtrend|drawdown_recovery=underwater|stress=dispersion_stress,composite,1,sparse,,,,,,,
volatility=normal_volatility|trend=downtrend|drawdown_recovery=underwater|stress=normal_stress,composite,4,sparse,,,,,,,
volatility=normal_volatility|trend=sideways|drawdown_recovery=near_peak|stress=normal_stress,composite,7,sufficient,0.000618472875426157,0.02250770176639305,0.0011117382647917592,0.01764829782980082,1.268823465257808,0.0021881124580926947,0.42857142857142855
volatility=normal_volatility|trend=sideways|drawdown_recovery=recovery|stress=normal_stress,composite,2,sparse,,,,,,,
volatility=normal_volatility|trend=sideways|drawdown_recovery=underwater|stress=normal_stress,composite,14,sufficient,0.0030211922543830205,0.05580074310526695,0.0028970724013270897,0.04598959862436114,1.202148719125506,0.010384411383074776,0.42857142857142855
volatility=normal_volatility|trend=uptrend|drawdown_recovery=near_peak|stress=dispersion_stress,composite,3,sparse,,,,,,,
volatility=normal_volatility|trend=uptrend|drawdown_recovery=near_peak|stress=normal_stress,composite,17,sufficient,-0.004260410957066529,-0.061328069070901825,0.0019994586953838048,0.031740422788387186,-1.978788282520083,0.007378076891482732,0.29411764705882354
volatility=normal_volatility|trend=uptrend|drawdown_recovery=recovery|stress=dispersion_stress,composite,2,sparse,,,,,,,
volatility=normal_volatility|trend=uptrend|drawdown_recovery=recovery|stress=normal_stress,composite,11,sufficient,0.020954910590854636,0.608170738342017,0.003794493610709502,0.06023571867216527,7.921963891530966,0.0019597710346542785,0.8181818181818182
volatility=normal_volatility|trend=uptrend|drawdown_recovery=underwater|stress=dispersion_stress,composite,2,sparse,,,,,,,
volatility=normal_volatility|trend=uptrend|drawdown_recovery=underwater|stress=normal_stress,composite,8,sufficient,-0.0035643808738163862,-0.1063835074201358,0.0023952806769754523,0.0380239019488529,-2.9408272555121773,0.0038767278637156233,0.375
drawdown,drawdown_recovery,12,sufficient,-0.09230873977109688,-0.8691718408999218,0.01236701951873388,0.1963203486339093,-10.226580533882254,0.08295976744140299,0.16666666666666666
near_peak,drawdown_recovery,100,sufficient,-0.008248526514485488,-0.02065616656588598,0.002359858380987491,0.0374615904325465,-0.5385987975601962,0.022176530620586776,0.47
recovery,drawdown_recovery,62,sufficient,0.1639031798703532,0.8531907302087589,0.012409972222170862,0.19700220166250226,3.227713950629983,0.057040214246302456,0.6129032258064516
underwater,drawdown_recovery,56,sufficient,-0.010592695591748691,-0.04679128315893111,0.003723085664865931,0.05910215267414892,-0.781682398559575,0.040318677854924045,0.5
correlation_stress,stress,18,sufficient,-0.0023913186641418838,-0.03296303139872625,0.006196711510011201,0.09836974561140706,-0.2942172453872464,0.018115648858220035,0.3333333333333333
dispersion_stress,stress,33,sufficient,0.11938011321672004,1.365977795267173,0.016236174338072024,0.2577412772497639,3.465568149345047,0.008814437917956108,0.6363636363636364
normal_stress,stress,179,sufficient,-0.07168542656241639,-0.09942357844370298,0.004750514344878835,0.07541207733716593,-1.3503919920974161,0.1172833545304337,0.49162011173184356
downtrend,trend,45,sufficient,0.03037020280987579,0.18239457617396115,0.016296132834906888,0.25869308887942577,0.7699510704958944,0.07052042419985005,0.4666666666666667
sideways,trend,40,sufficient,0.010625014969423585,0.06885126410068687,0.0024809775295127367,0.039384297308580674,1.7100482077650452,0.014889414955230995,0.475
uptrend,trend,145,sufficient,-0.004480799488328913,-0.007774440974144259,0.0033266038782977818,0.05280819943439345,-0.121510173017236,0.05697267354157909,0.5172413793103449
high_volatility,volatility,76,sufficient,0.017227457039225014,0.05827070017675662,0.012710620501219695,0.20177484513327884,0.3769421789070629,0.058973780704118406,0.4868421052631579
low_volatility,volatility,76,sufficient,-0.002454986013784022,-0.008117102187680247,0.0024700225572665086,0.03921039251548187,-0.18850523608079608,0.019160164326148532,0.5
normal_volatility,volatility,78,sufficient,0.02160356273705899,0.07149287741157795,0.003534246103427127,0.05610441757060346,1.258655622094033,0.021098459015593707,0.5128205128205128
