regime_label,dimension,observation_count,coverage_status,total_return,annualized_return,volatility,annualized_volatility,sharpe_ratio,max_drawdown,win_rate
volatility=high_volatility|trend=uptrend|drawdown_recovery=underwater|stress=dispersion_stress,composite,2,sparse,,,,,,,
volatility=high_volatility|trend=uptrend|drawdown_recovery=underwater|stress=normal_stress,composite,10,sufficient,0.012814040305335617,0.3783159203202269,0.003930543691091494,0.06239544674341185,5.173670680710001,0.004033310341079233,0.4
volatility=low_volatility|trend=sideways|drawdown_recovery=near_peak|stress=normal_stress,composite,5,sufficient,-0.001755777474623188,-0.08476000747709755,0.0015376251671292778,0.02440904281114918,-3.61812236085992,0.0037519485207248016,0.4
volatility=low_volatility|trend=sideways|drawdown_recovery=underwater|stress=normal_stress,composite,6,sufficient,0.007316158240230797,0.3581996677407926,0.002820568060071529,0.04477512985728695,6.860515350361478,0.0029405973849452316,0.6666666666666666
volatility=low_volatility|trend=uptrend|drawdown_recovery=near_peak|stress=normal_stress,composite,59,sufficient,-0.005768868900693391,-0.024408437665069282,0.003424167576711482,0.054356975132335596,-0.4278812678723605,0.05327494273234579,0.5254237288135594
volatility=low_volatility|trend=uptrend|drawdown_recovery=recovery|stress=normal_stress,composite,3,sparse,,,,,,,
volatility=low_volatility|trend=uptrend|drawdown_recovery=underwater|stress=normal_stress,composite,3,sparse,,,,,,,
volatility=normal_volatility|trend=downtrend|drawdown_recovery=recovery|stress=dispersion_stress,composite,2,sparse,,,,,,,
volatility=normal_volatility|trend=downtrend|drawdown_recovery=recovery|stress=normal_stress,composite,5,sufficient,-0.023793546335551086,-0.702901546262227,0.005535451826225171,0.08787257355942077,-13.743500613857476,0.018701769593028383,0.2
volatility=normal_volatility|trend=downtrend|drawdown_recovery=underwater|stress=dispersion_stress,composite,1,sparse,,,,,,,
volatility=normal_volatility|trend=downtrend|drawdown_recovery=underwater|stress=normal_stress,composite,4,sparse,,,,,,,
volatility=normal_volatility|trend=sideways|drawdown_recovery=near_peak|stress=normal_stress,composite,7,sufficient,0.00341243258710322,0.1304756170654957,0.0034701450134536505,0.05508684431357549,2.250429332065157,0.003936237220094507,0.7142857142857143
volatility=normal_volatility|trend=sideways|drawdown_recovery=recovery|stress=normal_stress,composite,2,sparse,,,,,,,
volatility=normal_volatility|trend=sideways|drawdown_recovery=underwater|stress=normal_stress,composite,14,sufficient,-0.016071292954449312,-0.25295739554150964,0.005300467958298252,0.08414232029954073,-3.424609341234412,0.02559631399098805,0.5
volatility=normal_volatility|trend=uptrend|drawdown_recovery=near_peak|stress=dispersion_stress,composite,3,sparse,,,,,,,
volatility=normal_volatility|trend=uptrend|drawdown_recovery=near_peak|stress=normal_stress,composite,17,sufficient,0.0013593667619016259,0.02034104529045,0.002466955487226529,0.03916170428800545,0.5326486758236733,0.0046491672952089225,0.47058823529411764
volatility=normal_volatility|trend=uptrend|drawdown_recovery=recovery|stress=dispersion_stress,composite,2,sparse,,,,,,,
volatility=normal_volatility|trend=uptrend|drawdown_recovery=recovery|stress=normal_stress,composite,11,sufficient,-0.0161165638123989,-0.3107997622269504,0.004697153623980456,0.0745650021535085,-4.954226904559985,0.02524904880409362,0.45454545454545453
volatility=normal_volatility|trend=uptrend|drawdown_recovery=underwater|stress=dispersion_stress,composite,2,sparse,,,,,,,
volatility=normal_volatility|trend=uptrend|drawdown_recovery=underwater|stress=normal_stress,composite,8,sufficient,0.026103263015835765,1.25174217994789,0.003167933410152072,0.05028938383965099,16.188657653208395,0.0029449326746148197,0.875
drawdown,drawdown_recovery,12,sufficient,0.09036355291262366,5.151738246999041,0.018302132105926915,0.29053734008720083,6.407011173387192,0.03087008378484213,0.5833333333333334
near_peak,drawdown_recovery,100,sufficient,0.005586900525579308,0.014138827190214975,0.0032053489215938596,0.050883336670358555,0.3011105523129243,0.05224136285610659,0.52
recovery,drawdown_recovery,62,sufficient,-0.12022846654852604,-0.40585754871516866,0.013396433591827487,0.2126617904350038,-2.335954220183458,0.1482352836052605,0.4838709677419355
underwater,drawdown_recovery,56,sufficient,0.030903846641250565,0.14678425227910408,0.004422711286631959,0.0702083651104,1.985852869498021,0.019593422320597464,0.5357142857142857
correlation_stress,stress,18,sufficient,0.042569349681265356,0.7925420092874496,0.010181319591182618,0.16162343794043407,3.6911861407365176,0.025801027809082555,0.6111111111111112
dispersion_stress,stress,33,sufficient,-0.05939509053912029,-0.37348997635786474,0.016939284513788164,0.2689028052651069,-1.5994237994565972,0.1096180779592929,0.5151515151515151
normal_stress,stress,179,sufficient,0.014067361364336506,0.019860981506466535,0.006040710573317189,0.09589330751469413,0.252400190879607,0.07517837259419513,0.5083798882681564
downtrend,trend,45,sufficient,0.028821793179378163,0.17247844965427084,0.017822494866794478,0.28292333496158056,0.7056096087400128,0.09141679432284622,0.5333333333333333
sideways,trend,40,sufficient,0.0036350867294578926,0.02312280458437943,0.004416702457246208,0.07011297790104812,0.3603420341438596,0.016233676926698637,0.575
uptrend,trend,145,sufficient,-0.036918571740380934,-0.06328508619840312,0.004459312216102701,0.0707893868532004,-0.8881266237338802,0.06689453585462113,0.496551724137931
high_volatility,volatility,76,sufficient,0.013734324566259115,0.046268716335012394,0.01418830545884913,0.22523236661720986,0.3154935420501804,0.09141679432284622,0.5
low_volatility,volatility,76,sufficient,-0.006989126563109349,-0.022987503444504176,0.003345056374295338,0.05310112372726114,-0.4117367342411955,0.056989791214740015,0.5263157894736842
normal_volatility,volatility,78,sufficient,-0.012127619727031247,-0.038654168672116684,0.004688481159940391,0.07442733105488354,-0.4928094185924404,0.04394426391262918,0.5256410256410257
